订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额
411,119,119,河南省,2020/2/20 21:10,2020/2/20 21:10,0
412,119,0,河南省,2020/2/20 21:10,2020/2/20 21:10,119
413,37,37,上海,2020/2/20 21:10,2020/2/20 21:10,0
414,151,151,广东省,2020/2/20 21:09,2020/2/20 21:10,0
415,37,37,黑龙江省,2020/2/20 21:09,2020/2/20 21:09,0
416,209.3,209.3,北京,2020/2/20 21:09,2020/2/20 21:09,0
417,72.9,72.9,福建省,2020/2/20 21:08,2020/2/20 21:08,0
418,119,119,北京,2020/2/20 21:07,2020/2/20 21:08,0
419,37,0,黑龙江省,2020/2/20 21:07,,0
420,151,151,浙江省,2020/2/20 21:07,2020/2/20 21:07,0
421,247,247,上海,2020/2/20 21:07,2020/2/20 21:07,0
422,114,114,北京,2020/2/20 21:06,2020/2/20 21:06,0
423,119,0,湖南省,2020/2/20 21:06,2020/2/20 21:26,119
424,167,167,北京,2020/2/20 21:06,2020/2/20 21:06,0
425,119,119,江苏省,2020/2/20 21:05,2020/2/20 21:06,0
426,151,151,福建省,2020/2/20 21:05,2020/2/20 21:05,0
427,157,0,四川省,2020/2/20 21:05,,0
428,119,0,北京,2020/2/20 21:04,2020/2/20 21:13,119
429,144,112,广东省,2020/2/20 21:03,2020/2/20 21:03,32
430,119,119,上海,2020/2/20 21:03,2020/2/20 21:03,0
431,69,69,上海,2020/2/20 21:02,2020/2/20 21:03,0
432,101,0,上海,2020/2/20 21:02,2020/2/20 21:04,101
433,119,119,广东省,2020/2/20 21:02,2020/2/20 21:02,0
434,37,0,黑龙江省,2020/2/20 21:02,,0
435,119,0,上海,2020/2/20 21:02,,0
436,101,0,湖南省,2020/2/20 21:02,2020/2/20 21:02,101
437,34.9,0,辽宁省,2020/2/20 21:02,2020/2/20 21:02,34.9
438,53,0,北京,2020/2/20 21:02,,0
439,247,247,北京,2020/2/20 21:01,2020/2/20 21:01,0
440,64.8,64.8,广东省,2020/2/20 21:00,2020/2/20 21:00,0
441,151,0,浙江省,2020/2/20 21:00,2020/2/20 21:00,151
442,119,119,上海,2020/2/20 20:59,2020/2/20 21:00,0
443,34.9,34.9,河北省,2020/2/20 20:58,2020/2/20 20:58,0
444,119,119,云南省,2020/2/20 20:58,2020/2/20 20:58,0
445,98.9,98.9,吉林省,2020/2/20 20:58,2020/2/20 20:59,0
446,119,0,云南省,2020/2/20 20:58,,0
447,69,0,广东省,2020/2/20 20:58,2020/2/20 20:58,69
448,119,0,吉林省,2020/2/20 20:57,2020/2/20 20:58,119
449,119,119,辽宁省,2020/2/20 20:57,2020/2/20 20:58,0
450,37,37,湖南省,2020/2/20 20:57,2020/2/20 20:57,0
451,66.9,66.9,重庆,2020/2/20 20:57,2020/2/20 20:57,0
452,34.9,34.9,北京,2020/2/20 20:56,2020/2/20 20:57,0
453,357,357,浙江省,2020/2/20 20:56,2020/2/20 20:56,0
454,151,0,山西省,2020/2/20 20:55,2020/2/20 21:00,151
455,37,0,河北省,2020/2/20 20:55,,0
456,119,119,河北省,2020/2/20 20:55,2020/2/20 20:55,0
457,119.6,119.6,四川省,2020/2/20 20:55,2020/2/20 20:56,0
458,37,37,河南省,2020/2/20 20:55,2020/2/20 20:55,0
459,119,119,北京,2020/2/20 20:54,2020/2/20 20:54,0
460,215,215,广东省,2020/2/20 20:54,2020/2/20 20:54,0
461,119,119,天津,2020/2/20 20:54,2020/2/20 20:54,0
462,50.9,50.9,湖南省,2020/2/20 20:54,2020/2/20 20:54,0
463,119,0,黑龙江省,2020/2/20 20:54,2020/2/20 20:54,119
464,119,119,辽宁省,2020/2/20 20:53,2020/2/20 20:53,0
465,69,69,北京,2020/2/20 20:53,2020/2/20 20:53,0
466,119,0,江苏省,2020/2/20 20:53,2020/2/20 20:53,119
467,37,37,四川省,2020/2/20 20:52,2020/2/20 20:52,0
468,37,37,江西省,2020/2/20 20:52,2020/2/20 20:52,0
469,37,0,广东省,2020/2/20 20:51,,0
470,69,69,北京,2020/2/20 20:50,2020/2/20 20:51,0
471,334,334,辽宁省,2020/2/20 20:50,2020/2/20 20:50,0
472,37,37,天津,2020/2/20 20:49,2020/2/20 20:50,0
473,148.9,148.9,天津,2020/2/20 20:49,2020/2/20 20:49,0
474,64,64,辽宁省,2020/2/20 20:49,2020/2/20 20:51,0
475,43,0,广东省,2020/2/20 20:49,,0
476,119,119,云南省,2020/2/20 20:48,2020/2/20 20:48,0
477,101,101,河北省,2020/2/20 20:47,2020/2/20 20:48,0
478,69,69,河北省,2020/2/20 20:47,2020/2/20 20:47,0
479,34.9,34.9,天津,2020/2/20 20:47,2020/2/20 20:47,0
480,160,160,辽宁省,2020/2/20 20:45,2020/2/20 20:45,0
481,128,96,上海,2020/2/20 20:44,2020/2/20 20:45,32
482,160,0,辽宁省,2020/2/20 20:44,,0
483,238,238,北京,2020/2/20 20:43,2020/2/20 20:43,0
484,242,0,上海,2020/2/20 20:43,,0
485,119,119,上海,2020/2/20 20:42,2020/2/20 20:42,0
486,101,101,山东省,2020/2/20 20:42,2020/2/20 20:42,0
487,119,119,上海,2020/2/20 20:41,2020/2/20 20:41,0
488,119,0,重庆,2020/2/20 20:41,,0
489,37,0,辽宁省,2020/2/20 20:41,2020/2/20 20:41,37
490,148.9,148.9,天津,2020/2/20 20:40,2020/2/20 20:40,0
491,119,119,四川省,2020/2/20 20:40,2020/2/20 20:40,0
492,366,366,上海,2020/2/20 20:39,2020/2/20 20:39,0
493,119,0,黑龙江省,2020/2/20 20:38,,0
494,37,37,云南省,2020/2/20 20:38,2020/2/20 20:39,0
495,151,151,江苏省,2020/2/20 20:38,2020/2/20 20:38,0
496,842,842,湖南省,2020/2/20 20:36,2020/2/20 20:36,0
497,37,37,广东省,2020/2/20 20:35,2020/2/20 20:35,0
498,128,128,浙江省,2020/2/20 20:35,2020/2/20 20:36,0
499,151,0,江西省,2020/2/20 20:35,,0
500,94.7,94.7,陕西省,2020/2/20 20:35,2020/2/20 20:35,0
501,148.9,148.9,北京,2020/2/20 20:34,2020/2/20 20:35,0
502,119,119,广东省,2020/2/20 20:34,2020/2/20 20:34,0
503,69,69,江苏省,2020/2/20 20:34,2020/2/20 20:34,0
504,286.8,286.8,黑龙江省,2020/2/20 20:33,2020/2/20 20:33,0
505,37,37,贵州省,2020/2/20 20:33,2020/2/20 20:33,0
506,98.9,0,湖南省,2020/2/20 20:33,2020/2/20 20:33,98.9
507,69,37,广东省,2020/2/20 20:33,2020/2/20 23:00,32
508,21,21,福建省,2020/2/20 20:32,2020/2/20 20:32,0
509,37,37,广东省,2020/2/20 20:32,2020/2/20 20:33,0
510,37,0,贵州省,2020/2/20 20:32,,0
511,148.9,148.9,重庆,2020/2/20 20:32,2020/2/20 20:32,0
512,119,0,北京,2020/2/20 20:32,,0
513,37,37,贵州省,2020/2/20 20:31,2020/2/20 20:34,0
514,119,119,黑龙江省,2020/2/20 20:31,2020/2/20 20:31,0
515,150,150,江苏省,2020/2/20 20:30,2020/2/20 20:31,0
516,119,119,浙江省,2020/2/20 20:30,2020/2/20 20:31,0
517,151,151,吉林省,2020/2/20 20:30,2020/2/20 20:30,0
518,119,0,贵州省,2020/2/20 20:30,2020/2/20 20:30,119
519,37,37,辽宁省,2020/2/20 20:29,2020/2/20 20:30,0
520,151,151,四川省,2020/2/20 20:29,2020/2/20 20:29,0
521,119,119,广东省,2020/2/20 20:29,2020/2/20 20:29,0
522,183,183,山东省,2020/2/20 20:29,2020/2/20 20:29,0
523,37,37,广东省,2020/2/20 20:29,2020/2/20 20:29,0
524,37,0,辽宁省,2020/2/20 20:28,,0
525,119,119,广东省,2020/2/20 20:27,2020/2/20 20:27,0
526,169.9,169.9,天津,2020/2/20 20:26,2020/2/20 20:27,0
527,37,0,北京,2020/2/20 20:26,,0
528,37,0,广东省,2020/2/20 20:25,,0
529,238,238,天津,2020/2/20 20:24,2020/2/20 20:24,0
530,69,69,河北省,2020/2/20 20:23,2020/2/20 20:25,0
531,80,80,广东省,2020/2/20 20:23,2020/2/20 20:23,0
532,183,0,广东省,2020/2/20 20:21,2020/2/20 20:21,183
533,151,151,上海,2020/2/20 20:21,2020/2/20 20:21,0
534,119,0,湖南省,2020/2/20 20:19,,0
535,119,119,四川省,2020/2/20 20:18,2020/2/20 20:18,0
536,69,69,四川省,2020/2/20 20:16,2020/2/20 20:16,0
537,119,119,浙江省,2020/2/20 20:16,2020/2/20 20:16,0
538,119,119,浙江省,2020/2/20 20:14,2020/2/20 20:14,0
539,69,69,江苏省,2020/2/20 20:14,2020/2/20 20:14,0
540,119,0,浙江省,2020/2/20 20:13,,0
541,37,37,广东省,2020/2/20 20:13,2020/2/20 20:13,0
542,151,151,浙江省,2020/2/20 20:12,2020/2/20 20:38,0
543,69,69,广东省,2020/2/20 20:12,2020/2/20 20:12,0
544,69,69,山东省,2020/2/20 20:11,2020/2/20 20:11,0
545,151,0,浙江省,2020/2/20 20:10,,0
546,98.9,98.9,北京,2020/2/20 20:10,2020/2/20 20:48,0
547,183,183,吉林省,2020/2/20 20:10,2020/2/20 20:10,0
548,37,0,山东省,2020/2/20 20:10,,0
549,69,69,北京,2020/2/20 20:09,2020/2/20 20:09,0
550,128,128,山东省,2020/2/20 20:09,2020/2/20 20:09,0
551,109,109,北京,2020/2/20 20:08,2020/2/20 20:08,0
552,32,32,四川省,2020/2/20 20:08,2020/2/20 20:14,0
553,69,69,广东省,2020/2/20 20:08,2020/2/20 20:08,0
554,69,0,吉林省,2020/2/20 20:07,,0
555,43,43,黑龙江省,2020/2/20 20:06,2020/2/20 20:06,0
556,66.9,0,北京,2020/2/20 20:05,2020/2/20 20:05,66.9
557,178.8,178.8,北京,2020/2/20 20:05,2020/2/20 20:05,0
558,119,119,山西省,2020/2/20 20:05,2020/2/20 20:05,0
559,151,0,山东省,2020/2/20 20:05,,0
560,119,0,上海,2020/2/20 20:05,2020/2/20 20:05,119
561,37,0,福建省,2020/2/20 20:04,,0
562,69,0,广东省,2020/2/20 20:04,,0
563,128,128,上海,2020/2/20 20:04,2020/2/20 20:04,0
564,37,0,山东省,2020/2/20 20:04,,0
565,123.8,123.8,山西省,2020/2/20 20:04,2020/2/20 20:06,0
566,119,119,天津,2020/2/20 20:03,2020/2/20 20:03,0
567,119,0,吉林省,2020/2/20 20:03,2020/2/20 20:03,119
568,238,238,云南省,2020/2/20 20:03,2020/2/20 20:03,0
569,119,0,天津,2020/2/20 20:02,,0
570,69,0,广东省,2020/2/20 20:02,2020/2/20 20:02,69
571,69,69,云南省,2020/2/20 20:01,2020/2/20 20:01,0
572,101,0,广东省,2020/2/20 20:01,,0
573,160,160,广东省,2020/2/20 20:01,2020/2/20 20:01,0
574,59.8,0,江苏省,2020/2/20 19:59,2020/2/20 19:59,59.8
575,69,69,辽宁省,2020/2/20 19:59,2020/2/20 19:59,0
576,119,0,山西省,2020/2/20 19:58,,0
577,215,0,重庆,2020/2/20 19:57,2020/2/20 20:01,215
578,128,128,天津,2020/2/20 19:56,2020/2/20 19:57,0
579,324,324,北京,2020/2/20 19:56,2020/2/20 19:56,0
580,135,135,天津,2020/2/20 19:55,2020/2/20 19:55,0
581,151.6,151.6,广西壮族自治区,2020/2/20 19:52,2020/2/20 19:52,0
582,311,311,北京,2020/2/20 19:52,2020/2/20 19:52,0
583,119,0,天津,2020/2/20 19:52,2020/2/20 19:52,119
584,128,128,天津,2020/2/20 19:51,2020/2/20 19:51,0
585,119,119,北京,2020/2/20 19:50,2020/2/20 19:50,0
586,178.8,148.9,浙江省,2020/2/20 19:49,2020/2/20 19:50,29.9
587,328.9,328.9,河南省,2020/2/20 19:49,2020/2/20 19:49,0
588,148.9,148.9,广东省,2020/2/20 19:49,2020/2/20 19:49,0
589,148.9,148.9,北京,2020/2/20 19:47,2020/2/20 19:47,0
590,101,101,云南省,2020/2/20 19:46,2020/2/20 19:47,0
591,101,101,山西省,2020/2/20 19:46,2020/2/20 19:46,0
592,179.4,179.4,浙江省,2020/2/20 19:46,2020/2/20 19:46,0
593,66.9,66.9,广东省,2020/2/20 19:45,2020/2/20 19:45,0
594,299,0,江苏省,2020/2/20 19:45,,0
595,75,75,辽宁省,2020/2/20 19:45,2020/2/20 19:45,0
596,34.9,34.9,广东省,2020/2/20 19:44,2020/2/20 19:44,0
597,96.8,0,北京,2020/2/20 19:44,,0
598,85,85,福建省,2020/2/20 19:44,2020/2/20 19:44,0
599,128,0,重庆,2020/2/20 19:44,,0
600,128,128,四川省,2020/2/20 19:43,2020/2/20 19:44,0
601,476,476,天津,2020/2/20 19:43,2020/2/20 19:43,0
602,75,0,黑龙江省,2020/2/20 19:42,,0
603,85,0,江西省,2020/2/20 19:42,2020/2/20 19:42,85
604,183.6,183.6,广东省,2020/2/20 19:42,2020/2/20 19:45,0
605,37,0,广东省,2020/2/20 19:42,,0
606,119,119,山西省,2020/2/20 19:41,2020/2/20 19:42,0
607,125.9,0,重庆,2020/2/20 19:40,,0
608,61.9,0,江苏省,2020/2/20 19:40,2020/2/20 19:40,61.9
609,119,119,北京,2020/2/20 19:40,2020/2/20 19:40,0
610,37,37,浙江省,2020/2/20 19:39,2020/2/20 19:40,0
611,102,38,四川省,2020/2/20 19:39,2020/2/20 19:40,64
612,34.9,34.9,上海,2020/2/20 19:39,2020/2/20 19:39,0
613,119,119,广东省,2020/2/20 19:39,2020/2/21 3:03,0
614,476,0,天津,2020/2/20 19:38,2020/2/20 19:38,476
615,50.9,0,北京,2020/2/20 19:36,2020/2/20 19:37,50.9
616,119,119,辽宁省,2020/2/20 19:36,2020/2/20 19:37,0
617,424.9,0,吉林省,2020/2/20 19:36,2020/2/20 19:36,424.9
618,151,151,山东省,2020/2/20 19:36,2020/2/20 19:36,0
619,43,43,北京,2020/2/20 19:35,2020/2/20 19:35,0
620,69,69,浙江省,2020/2/20 19:34,2020/2/20 19:34,0
621,119,119,北京,2020/2/20 19:34,2020/2/20 19:41,0
622,101,0,上海,2020/2/20 19:33,,0
623,119,0,天津,2020/2/20 19:33,,0
624,119,119,广东省,2020/2/20 19:30,2020/2/20 19:30,0
625,37,37,河北省,2020/2/20 19:29,2020/2/20 19:30,0
626,69,69,天津,2020/2/20 19:29,2020/2/20 19:29,0
627,119,119,黑龙江省,2020/2/20 19:28,2020/2/20 19:28,0
628,82.9,82.9,浙江省,2020/2/20 19:27,2020/2/20 19:28,0
629,96,96,浙江省,2020/2/20 19:27,2020/2/20 19:28,0
630,270.6,0,辽宁省,2020/2/20 19:27,2020/2/20 19:27,270.6
631,37,37,河北省,2020/2/20 19:26,2020/2/20 19:26,0
632,119,119,山东省,2020/2/20 19:26,2020/2/20 19:26,0
633,186.9,186.9,浙江省,2020/2/20 19:26,2020/2/20 19:27,0
634,64.8,64.8,广东省,2020/2/20 19:26,2020/2/20 19:26,0
635,34.9,0,广东省,2020/2/20 19:25,,0
636,119,119,江苏省,2020/2/20 19:23,2020/2/20 19:24,0
637,37,37,广东省,2020/2/20 19:22,2020/2/20 19:22,0
638,101,101,贵州省,2020/2/20 19:22,2020/2/20 19:22,0
639,952,0,北京,2020/2/20 19:21,2020/2/20 19:22,952
640,101,101,北京,2020/2/20 19:21,2020/2/20 19:21,0
641,128,64,云南省,2020/2/20 19:20,2020/2/20 19:24,64
642,72.9,72.9,浙江省,2020/2/20 19:20,2020/2/20 19:21,0
643,69,69,内蒙古自治区,2020/2/20 19:20,2020/2/20 19:20,0
644,32,0,浙江省,2020/2/20 19:18,2020/2/20 19:31,32
645,43,0,河北省,2020/2/20 19:17,,0
646,119,0,四川省,2020/2/20 19:16,,0
647,119,0,北京,2020/2/20 19:16,,0
648,37,37,山西省,2020/2/20 19:15,2020/2/20 19:15,0
649,128,128,山东省,2020/2/20 19:12,2020/2/20 19:15,0
650,119,119,北京,2020/2/20 19:12,2020/2/20 19:12,0
651,157,157,北京,2020/2/20 19:12,2020/2/20 19:12,0
652,212.9,212.9,江苏省,2020/2/20 19:10,2020/2/20 19:10,0
653,101,0,上海,2020/2/20 19:08,2020/2/20 19:08,101
654,123.8,123.8,浙江省,2020/2/20 19:07,2020/2/20 19:10,0
655,144,144,四川省,2020/2/20 19:07,2020/2/20 19:07,0
656,21,0,广东省,2020/2/20 19:05,2020/2/20 19:05,21
657,119,119,北京,2020/2/20 19:04,2020/2/20 19:04,0
658,119,119,山东省,2020/2/20 19:03,2020/2/20 19:03,0
659,215,0,山东省,2020/2/20 19:03,,0
660,37,37,贵州省,2020/2/20 19:03,2020/2/20 19:03,0
661,167,167,陕西省,2020/2/20 19:01,2020/2/20 19:01,0
662,37,0,上海,2020/2/20 19:01,2020/2/20 19:01,37
663,119,119,北京,2020/2/20 19:01,2020/2/20 19:01,0
664,247,247,上海,2020/2/20 18:59,2020/2/20 18:59,0
665,119,119,北京,2020/2/20 18:58,2020/2/20 18:58,0
666,270.6,0,辽宁省,2020/2/20 18:57,2020/2/20 18:58,270.6
667,119,119,四川省,2020/2/20 18:57,2020/2/20 18:58,0
668,37,37,湖南省,2020/2/20 18:55,2020/2/20 18:56,0
669,85,85,辽宁省,2020/2/20 18:55,2020/2/20 18:55,0
670,128,128,上海,2020/2/20 18:54,2020/2/20 18:54,0
671,98.9,98.9,四川省,2020/2/20 18:54,2020/2/20 18:58,0
672,37,37,广东省,2020/2/20 18:52,2020/2/20 18:52,0
673,119,0,北京,2020/2/20 18:52,2020/2/20 18:52,119
674,192,192,上海,2020/2/20 18:52,2020/2/20 18:52,0
675,183,0,广东省,2020/2/20 18:51,2020/2/20 18:58,183
676,180.9,180.9,广东省,2020/2/20 18:50,2020/2/20 18:50,0
677,150,150,安徽省,2020/2/20 18:49,2020/2/20 18:49,0
678,128,128,上海,2020/2/20 18:48,2020/2/20 18:48,0
679,101,101,山东省,2020/2/20 18:47,2020/2/20 18:53,0
680,107.8,107.8,山东省,2020/2/20 18:46,2020/2/20 18:47,0
681,151,151,辽宁省,2020/2/20 18:45,2020/2/20 18:46,0
682,178.8,178.8,山东省,2020/2/20 18:44,2020/2/20 18:44,0
683,121.7,121.7,山东省,2020/2/20 18:44,2020/2/20 18:44,0
684,151,0,浙江省,2020/2/20 18:44,2020/2/20 18:44,151
685,212.9,212.9,上海,2020/2/20 18:43,2020/2/20 18:44,0
686,112,0,广西壮族自治区,2020/2/20 18:42,2020/2/20 18:42,112
687,69,69,上海,2020/2/20 18:42,2020/2/20 18:42,0
688,157.9,157.9,云南省,2020/2/20 18:42,2020/2/20 18:42,0
689,69,69,上海,2020/2/20 18:41,2020/2/20 18:42,0
690,109,0,广西壮族自治区,2020/2/20 18:41,,0
691,119,0,安徽省,2020/2/20 18:40,,0
692,119,119,北京,2020/2/20 18:39,2020/2/20 18:39,0
693,69,69,北京,2020/2/20 18:37,2020/2/20 18:45,0
694,37,0,四川省,2020/2/20 18:37,,0
695,151,0,山东省,2020/2/20 18:36,2020/2/20 18:37,151
696,101,101,湖南省,2020/2/20 18:36,2020/2/20 18:36,0
697,37,37,甘肃省,2020/2/20 18:33,2020/2/20 18:33,0
698,69,69,贵州省,2020/2/20 18:32,2020/2/20 18:32,0
699,281.7,281.7,四川省,2020/2/20 18:31,2020/2/20 18:31,0
700,327.7,0,江苏省,2020/2/20 18:30,2020/2/20 18:31,327.7
701,118,118,山东省,2020/2/20 18:30,2020/2/20 18:30,0
702,119,119,河北省,2020/2/20 18:30,2020/2/20 18:30,0
703,66.9,66.9,四川省,2020/2/20 18:28,2020/2/20 18:29,0
704,69,69,广东省,2020/2/20 18:26,2020/2/20 18:26,0
705,37,37,湖南省,2020/2/20 18:25,2020/2/20 18:25,0
706,37,37,云南省,2020/2/20 18:23,2020/2/20 18:23,0
707,64.8,64.8,云南省,2020/2/20 18:23,2020/2/20 22:23,0
708,123,0,天津,2020/2/20 18:23,2020/2/20 18:23,123
709,69,0,辽宁省,2020/2/20 18:22,2020/2/20 18:22,69
710,101,0,河北省,2020/2/20 18:21,2020/2/20 18:21,101
711,112,112,安徽省,2020/2/20 18:21,2020/2/20 18:21,0
712,37,37,广东省,2020/2/20 18:20,2020/2/20 18:20,0
713,160,160,广西壮族自治区,2020/2/20 18:20,2020/2/20 18:22,0
714,69,69,四川省,2020/2/20 18:20,2020/2/20 18:48,0
715,101,0,河北省,2020/2/20 18:20,,0
716,215.6,215.6,山东省,2020/2/20 18:17,2020/2/20 18:18,0
717,69,0,广东省,2020/2/20 18:16,,0
718,53,0,广西壮族自治区,2020/2/20 18:14,2020/2/20 18:14,53
719,66.9,0,山东省,2020/2/20 18:10,2020/2/20 18:10,66.9
720,37,0,甘肃省,2020/2/20 18:10,,0
721,69,69,北京,2020/2/20 18:09,2020/2/20 18:09,0
722,141.9,141.9,福建省,2020/2/20 18:09,2020/2/20 18:09,0
723,101,101,天津,2020/2/20 18:07,2020/2/20 18:08,0
724,69,0,天津,2020/2/20 18:06,2020/2/20 18:07,69
725,66.9,0,山东省,2020/2/20 18:06,,0
726,37,37,甘肃省,2020/2/20 18:05,2020/2/20 18:11,0
727,119.6,0,山东省,2020/2/20 18:02,,0
728,69,69,四川省,2020/2/20 18:02,2020/2/20 18:02,0
729,69,69,上海,2020/2/20 18:01,2020/2/20 18:01,0
730,37,37,天津,2020/2/20 17:58,2020/2/20 18:01,0
731,37,0,四川省,2020/2/20 17:58,,0
732,66.9,66.9,浙江省,2020/2/20 17:51,2020/2/20 17:51,0
733,64.8,0,上海,2020/2/20 17:49,2020/2/20 17:49,64.8
734,66.9,0,浙江省,2020/2/20 17:47,,0
735,160,0,江西省,2020/2/20 17:44,2020/2/20 17:44,160
736,67.9,67.9,天津,2020/2/20 17:43,2020/2/20 17:44,0
737,81,0,河北省,2020/2/20 17:43,2020/2/20 17:50,81
738,37,37,四川省,2020/2/20 17:37,2020/2/20 17:37,0
739,69,0,上海,2020/2/20 17:36,2020/2/20 17:36,69
740,38,38,广东省,2020/2/20 17:33,2020/2/20 17:44,0
741,48,48,安徽省,2020/2/20 17:31,2020/2/20 17:31,0
742,64.8,64.8,重庆,2020/2/20 17:31,2020/2/20 17:31,0
743,34.9,0,吉林省,2020/2/20 17:30,,0
744,85,0,四川省,2020/2/20 17:30,2020/2/20 17:30,85
745,37,0,湖南省,2020/2/20 17:29,2020/2/20 17:29,37
746,96.8,96.8,北京,2020/2/20 17:28,2020/2/20 17:28,0
747,69,69,云南省,2020/2/20 17:27,2020/2/20 17:27,0
748,64.8,0,福建省,2020/2/20 17:25,,0
749,53,53,湖南省,2020/2/20 17:24,2020/2/20 17:24,0
750,37,37,广东省,2020/2/20 17:23,2020/2/20 17:24,0
751,108,0,安徽省,2020/2/20 17:22,2020/2/20 17:22,108
752,179.4,0,浙江省,2020/2/20 17:22,2020/2/20 17:22,179.4
753,85,85,云南省,2020/2/20 17:20,2020/2/20 17:20,0
754,37,37,四川省,2020/2/20 17:18,2020/2/20 17:19,0
755,179.4,179.4,河南省,2020/2/20 17:15,2020/2/20 17:16,0
756,149.5,0,重庆,2020/2/20 17:13,,0
757,34.9,34.9,江苏省,2020/2/20 17:12,2020/2/20 17:12,0
758,50.9,50.9,湖南省,2020/2/20 17:12,2020/2/20 17:12,0
759,37,0,辽宁省,2020/2/20 17:09,,0
760,34.9,34.9,重庆,2020/2/20 17:09,2020/2/20 17:09,0
761,43,43,重庆,2020/2/20 17:08,2020/2/20 17:08,0
762,92,92,福建省,2020/2/20 17:06,2020/2/20 17:15,0
763,64.8,64.8,浙江省,2020/2/20 17:03,2020/2/20 17:03,0
764,21,21,上海,2020/2/20 17:00,2020/2/20 17:00,0
765,64.8,0,四川省,2020/2/20 16:59,,0
766,107.8,107.8,山东省,2020/2/20 16:59,2020/2/20 16:59,0
767,37,37,山东省,2020/2/20 16:57,2020/2/20 16:57,0
768,160,160,浙江省,2020/2/20 16:56,2020/2/20 16:56,0
769,101,5,广东省,2020/2/20 16:54,2020/2/20 16:54,96
770,43,43,河北省,2020/2/20 16:51,2020/2/20 16:51,0
771,119.6,0,浙江省,2020/2/20 16:51,2020/2/20 17:02,119.6
772,64.8,5,广东省,2020/2/20 16:48,2020/2/20 16:48,59.8
773,34.9,0,广东省,2020/2/20 16:45,,0
774,94.7,0,浙江省,2020/2/20 16:44,2020/2/20 16:44,94.7
775,85,85,吉林省,2020/2/20 16:43,2020/2/20 16:44,0
776,34.9,34.9,天津,2020/2/20 16:42,2020/2/20 16:42,0
777,179.4,0,浙江省,2020/2/20 16:42,2020/2/20 16:42,179.4
778,64.8,0,浙江省,2020/2/20 16:40,,0
779,98.9,98.9,四川省,2020/2/20 16:39,2020/2/20 16:39,0
780,34.9,0,吉林省,2020/2/20 16:39,2020/2/20 16:39,34.9
781,37,37,浙江省,2020/2/20 16:38,2020/2/20 16:38,0
782,66.9,66.9,浙江省,2020/2/20 16:34,2020/2/20 16:35,0
783,105.7,105.7,天津,2020/2/20 16:33,2020/2/20 16:34,0
784,38,38,广东省,2020/2/20 16:33,2020/2/20 16:34,0
785,94.7,0,广东省,2020/2/20 16:33,,0
786,81,81,广西壮族自治区,2020/2/20 16:33,2020/2/20 16:33,0
787,66.9,34.9,云南省,2020/2/20 16:32,2020/2/20 16:32,32
788,53,53,浙江省,2020/2/20 16:31,2020/2/20 16:31,0
789,69,0,江苏省,2020/2/20 16:30,2020/2/20 16:30,69
790,121.7,121.7,广东省,2020/2/20 16:29,2020/2/20 16:29,0
791,239.2,0,浙江省,2020/2/20 16:29,2020/2/20 16:29,239.2
792,34.9,34.9,重庆,2020/2/20 16:27,2020/2/20 16:28,0
793,64.8,64.8,江苏省,2020/2/20 16:27,2020/2/20 16:27,0
794,66.9,0,浙江省,2020/2/20 16:23,2020/2/20 16:23,66.9
795,80.8,0,天津,2020/2/20 16:22,2020/2/20 16:24,80.8
796,34.9,34.9,浙江省,2020/2/20 16:21,2020/2/20 16:22,0
797,34.9,0,浙江省,2020/2/20 16:20,,0
798,80.8,80.8,陕西省,2020/2/20 16:18,2020/2/20 16:18,0
799,53,53,浙江省,2020/2/20 16:16,2020/2/20 16:16,0
800,37,0,重庆,2020/2/20 16:16,,0
801,149.5,149.5,江苏省,2020/2/20 16:15,2020/2/20 16:15,0
802,64.8,64.8,四川省,2020/2/20 16:15,2020/2/20 16:15,0
803,80.8,0,陕西省,2020/2/20 16:15,,0
804,34.9,34.9,江苏省,2020/2/20 16:12,2020/2/20 16:12,0
805,37,0,河北省,2020/2/20 16:12,2020/2/20 16:12,37
806,37,37,山东省,2020/2/20 16:10,2020/2/20 16:11,0
807,1120,1120,广西壮族自治区,2020/2/20 16:10,2020/2/20 16:11,0
808,37,0,广西壮族自治区,2020/2/20 16:10,,0
809,37,37,上海,2020/2/20 16:08,2020/2/20 16:08,0
810,37,37,北京,2020/2/20 16:08,2020/2/20 16:09,0
811,101,101,北京,2020/2/20 16:07,2020/2/20 16:08,0
812,72.9,72.9,北京,2020/2/20 16:07,2020/2/20 16:12,0
813,160,0,北京,2020/2/20 16:06,,0
814,99.9,99.9,浙江省,2020/2/20 16:05,2020/2/20 16:06,0
815,85,85,广东省,2020/2/20 16:04,2020/2/20 16:04,0
816,32,32,黑龙江省,2020/2/20 16:03,2020/2/20 16:05,0
817,85,0,广东省,2020/2/20 16:03,,0
818,43,0,山东省,2020/2/20 16:03,,0
819,66.9,66.9,浙江省,2020/2/20 16:02,2020/2/20 16:02,0
820,69,69,广东省,2020/2/20 16:02,2020/2/20 16:02,0
821,102,102,云南省,2020/2/20 16:01,2020/2/20 16:01,0
822,183.8,183.8,北京,2020/2/20 16:00,2020/2/20 16:01,0
823,53,53,上海,2020/2/20 16:00,2020/2/20 16:00,0
824,85,0,广东省,2020/2/20 16:00,2020/2/20 16:00,85
